timestamp,coordinates,vehicle_class,car_model_1,car_model_1_accuracy,car_model_2,car_model_2_accuracy,confidence,color_1,color_1_accuracy,color_2,color_2_accuracy,plate_number,plate_confidence,char_confidences,vehicle_image,plate_image
2025-04-25 01:24:23,"(4,5)-(1917,1052)",car,BYD_e6_2009-2014,0.4981459975242615,Honda_Odyssey_2009-2015,0.358377069234848,0.9399601817131042,blue,0.4417288601398468,green,0.2595161497592926,7231UTJ,0.9055619835853577,0.8787957174437386,"[0.9334930181503296, 0.9193962216377258, 0.9112621545791626, 0.8821246027946472, 0.8519731760025024, 0.8304463624954224, 0.8228744864463806]",detections/20250425-012422_vehicle.jpg,detections/20250425-012422_plate.jpg
2025-04-25 01:24:28,"(189,3)-(1914,1057)",car,Cadillac_ELR_2014,0.8022118210792542,Honda_Odyssey_2009-2015,0.10715223103761673,0.9597834348678589,black,0.7420288920402527,blue,0.13409380614757538,7231UTJ,0.9146130681037903,0.7952923689569745,"[0.8824513554573059, 0.8689908981323242, 0.865609884262085, 0.8498885035514832, 0.8241784572601318, 0.7612922787666321, 0.5146352052688599]",detections/20250425-012426_vehicle.jpg,detections/20250425-012426_plate.jpg
2025-04-25 01:26:17,"(383,8)-(1914,1055)",car,Honda_Crider_2013-2015,0.940747857093811,KIA_K5_2011-2015,0.04604607820510864,0.8120085000991821,black,0.3234459459781647,beige,0.32112082839012146,,0.7377177476882935,0.0,[],detections/20250425-012615_vehicle.jpg,detections/20250425-012615_plate.jpg
2025-04-25 01:26:22,"(1,4)-(1918,1051)",car,BYD_e6_2009-2014,0.918259859085083,Ford_Flex_2004-2013,0.04063958674669266,0.9405779838562012,blue,0.5294433236122131,green,0.3293026089668274,7231UTJ,0.9034206867218018,0.8860987169401986,"[0.9442963004112244, 0.9167465567588806, 0.9098573327064514, 0.9007509350776672, 0.8838474750518799, 0.8334147930145264, 0.8137776255607605]",detections/20250425-012620_vehicle.jpg,detections/20250425-012620_plate.jpg
2025-04-25 01:26:26,"(2,5)-(1918,1048)",car,Honda_Odyssey_2009-2015,0.7636752724647522,Honda_Crosstour_2011-2014,0.13574402034282684,0.9383810758590698,black,0.39792272448539734,green,0.3319379389286041,7231UTJ,0.8962698578834534,0.8798115338597979,"[0.9510684013366699, 0.924415647983551, 0.8939594626426697, 0.8936737179756165, 0.8794633150100708, 0.8458125591278076, 0.7702876329421997]",detections/20250425-012625_vehicle.jpg,detections/20250425-012625_plate.jpg
2025-04-25 01:26:31,"(3,19)-(1917,1054)",car,Honda_Odyssey_2009-2015,0.9209268093109131,Toyota_Avensis_2009-2015,0.07856012135744095,0.923342764377594,blue,0.7650311589241028,green,0.0892142578959465,7231UTJ,0.9056533575057983,0.8808818629809788,"[0.9451329708099365, 0.9057540893554688, 0.8940415978431702, 0.8892918229103088, 0.8596445322036743, 0.8451172113418579, 0.8271908164024353]",detections/20250425-012629_vehicle.jpg,detections/20250425-012629_plate.jpg
2025-04-25 01:26:54,"(2,8)-(1919,1059)",car,Mitsubishi_XR-PHEV_2013-2015,0.9303481578826904,Toyota Fortuner,0.03797592222690582,0.6635392904281616,blue,0.8650494813919067,black,0.06577109545469284,,0.511365532875061,0.0,[],detections/20250425-012652_vehicle.jpg,detections/20250425-012652_plate.jpg
2025-04-25 01:26:59,"(2,3)-(1917,1052)",car,Honda_Odyssey_2009-2015,0.8576596975326538,Toyota_Avensis_2009-2015,0.07826630771160126,0.8531243801116943,green,0.3933211863040924,blue,0.32697781920433044,231UTJ,0.9054962992668152,0.8262338638305664,"[0.944324254989624, 0.9420995712280273, 0.8990866541862488, 0.7857424020767212, 0.7032181024551392, 0.6829321980476379]",detections/20250425-012657_vehicle.jpg,detections/20250425-012657_plate.jpg
2025-04-25 01:27:03,"(3,4)-(1917,1051)",car,Honda_Odyssey_2009-2015,0.9684869647026062,Honda_Crosstour_2011-2014,0.020567651838064194,0.831565797328949,black,0.8099930286407471,blue,0.11778459697961807,7231UTJ,0.9149962663650513,0.7684365255492074,"[0.9584183096885681, 0.9171829223632812, 0.881172239780426, 0.76554936170578, 0.7337596416473389, 0.5694808959960938, 0.5534923076629639]",detections/20250425-012701_vehicle.jpg,detections/20250425-012701_plate.jpg
2025-04-25 01:27:07,"(2,5)-(1918,1053)",car,BYD_e6_2009-2014,0.5263656973838806,Toyota_Avensis_2009-2015,0.3165951669216156,0.914216160774231,black,0.37804388999938965,green,0.34862515330314636,231UTJ,0.9197666049003601,0.8470226526260376,"[0.9555989503860474, 0.9233087301254272, 0.9036718010902405, 0.8208678960800171, 0.7760963439941406, 0.7025921940803528]",detections/20250425-012705_vehicle.jpg,detections/20250425-012705_plate.jpg
2025-04-25 01:27:11,"(8,36)-(1917,1053)",car,Honda_Crosstour_2011-2014,0.604371190071106,Honda_Crider_2013-2015,0.19806167483329773,0.8800855875015259,black,0.46692144870758057,blue,0.2220306247472763,231J,0.8962274193763733,0.8426544517278671,"[0.9144405126571655, 0.9046851396560669, 0.8209939002990723, 0.7304982542991638]",detections/20250425-012709_vehicle.jpg,detections/20250425-012709_plate.jpg
2025-04-25 01:27:29,"(77,5)-(1917,1054)",car,Nissan_Pathfinder_2005-2013,0.5134521126747131,Mitsubishi_XR-PHEV_2013-2015,0.22103369235992432,0.5849975943565369,blue,0.7065940499305725,black,0.2170524150133133,,0.8323500156402588,0.0,[],detections/20250425-012727_vehicle.jpg,detections/20250425-012727_plate.jpg
2025-04-25 01:27:33,"(4,4)-(1917,1051)",car,Honda_Odyssey_2009-2015,0.7004080414772034,Toyota_Avensis_2009-2015,0.2669416666030884,0.8715620040893555,blue,0.3626328706741333,black,0.27933070063591003,231UTJ,0.9020683765411377,0.7906531095504761,"[0.9338071346282959, 0.9164499044418335, 0.892404317855835, 0.7446885108947754, 0.6836668252944946, 0.5729019641876221]",detections/20250425-012732_vehicle.jpg,detections/20250425-012732_plate.jpg
2025-04-25 01:27:37,"(13,4)-(1917,1055)",car,Honda_Odyssey_2009-2015,0.9806844592094421,Toyota_Avensis_2009-2015,0.013460147194564342,0.8833820819854736,blue,0.3813929259777069,black,0.27718034386634827,231UTJ,0.8923513889312744,0.8171393771966299,"[0.9552605152130127, 0.9236772060394287, 0.8853432536125183, 0.7403813600540161, 0.721925675868988, 0.6762482523918152]",detections/20250425-012735_vehicle.jpg,detections/20250425-012735_plate.jpg
2025-04-25 01:27:39,"(0,5)-(459,1058)",car,Mitsubishi_XR-PHEV_2013-2015,0.7992909550666809,Honda_Crider_2013-2015,0.09700913727283478,0.5651024580001831,blue,0.4221254289150238,black,0.3457941710948944,N/A,0.0,0.0,[],detections/20250425-012739_vehicle.jpg,N/A
2025-04-25 01:27:43,"(3,4)-(1917,1055)",car,Honda_Odyssey_2009-2015,0.9946954846382141,Toyota_Avensis_2009-2015,0.0031766826286911964,0.9240660667419434,blue,0.5694705247879028,black,0.22349846363067627,231UTJ,0.8955824971199036,0.8116179605325063,"[0.9567123651504517, 0.9094821810722351, 0.8976442217826843, 0.7238293886184692, 0.7188751697540283, 0.6631644368171692]",detections/20250425-012742_vehicle.jpg,detections/20250425-012742_plate.jpg
2025-04-25 01:27:49,"(13,4)-(1917,1053)",car,Honda_Odyssey_2009-2015,0.8214707374572754,Honda_Crosstour_2011-2014,0.06091959401965141,0.9216373562812805,blue,0.6198585629463196,black,0.1569252461194992,7231UTJ,0.9022827744483948,0.804698475769588,"[0.9479957818984985, 0.9120007753372192, 0.9071539640426636, 0.8149747252464294, 0.717552900314331, 0.6979213953018188, 0.6352897882461548]",detections/20250425-012746_vehicle.jpg,detections/20250425-012746_plate.jpg
2025-04-25 01:27:52,"(0,5)-(510,1058)",car,Mitsubishi_XR-PHEV_2013-2015,0.8563687205314636,Honda_Crider_2013-2015,0.09152116626501083,0.6253317594528198,blue,0.49023866653442383,black,0.21111412346363068,N/A,0.0,0.0,[],detections/20250425-012751_vehicle.jpg,N/A
